"ID_fish","num_fish","cage","trial","boldness","bassin_bold","date_bold","exp_bold","video_bold","exploration","activity","bassin_exp","date_act","video_act","exp_act","mass_1","mass_2","mass_3","mass_4","TL_1","TL_2","TL_3","TL_4","SL_1","SL_2","SL_3","SL_4","BS_pre","BS_post_corps","BS_muscle","BS_post_tot","P04_alive","P04_dead","P013_alive","P013_dead","P06","gonade","treatment","P04_tot","adj_mass3","adj_mass4","bs_mod","dens_tot","dens_bs2","dens_ces","fulton1","fulton2","fulton3","fulton4","log_boldness","log_activity","id","z_log_activity","z_log_boldness","z_exploration","tank1","tank2","(id = ID_fish)"
"RB/G",8,"2",3,11,3,"17/08/2022","MG",1113,0.3130631,753.74,2,"14/08/2022",706,"SGG",2.6,2.4,2.7,2.4,54.1,54.2,56.6,55.9,44.3,44.6,44.6,46,2,6,3,9,7,4,0,0,1,0,"E",11,2.6662,2.3662,7,6.33927816752599,2.95832981151213,3.38094835601386,0.0299062644502613,0.0270524538965318,0.0300530219078887,0.0243096079559464,-2.15111601143708,-0.14394308317968,"RB/G",-0.143943083179679,-2.15111601143708,0.399907239384036,"3","2","RB/G"
"RB/R",10,"2",3,72,1,"16/08/2022","JAP",4759,0.2755871,661.07,2,"13/08/2022",699,"SGG",1.9,1.6,2,2,48.3,52.7,52.6,51,40.5,44,42.8,41.9,4,20,1,21,28,8,0,0,3,0,"E",36,1.8896,1.8896,17,25.4022015241321,8.99661303979678,16.4055884843353,0.0286014816320156,0.0187828700225394,0.0241011948152024,0.0256878532411182,-0.26015157396847,-0.499262207182568,"RB/R",-0.499262207182568,-0.260151573968469,-0.132715487046618,"1","2","RB/R"
"RR/B",9,"2",3,119,1,"16/08/2022","JAP",4758,0.2466044,606.36,4,"13/08/2022",4606,"MG",2.7,3.2,2.9,2.9,53.5,56,57.2,58,45.9,47.6,46.1,46.4,2,28,3,31,4,1,0,0,2,0,"E",5,2.8834,2.8834,29,12.1384476659499,10.0575709232156,2.08087674273427,0.0279206617643569,0.0296707907087699,0.029430803423678,0.0288636302482677,0.245566847025337,-0.73323642193339,"RR/B",-0.733236421933389,0.245566847025337,-0.544628303070785,"1","4","RR/B"
"BB/B",7,"2",4,18,2,"23/08/2022","MG",3,0.3093137,500.66,2,"18/08/2022",1121,"MG",3.8,4.3,3.3,3.2,59.8,60.1,62.7,62.4,47.2,48.8,50.2,49.5,4,8,9,17,20,0,0,0,0,0,"E",20,3.24,3.14,13,10.5095541401274,4.14012738853503,6.36942675159236,0.0361374580653329,0.0370006189945414,0.0256114318301784,0.0258889270214645,-1.65544325736797,-1.25203628326047,"BB/B",-1.25203628326047,-1.65544325736797,0.346619384477454,"2","2","BB/B"
"BB/G",12,"2",4,62,2,"25/08/2022","MG",3.1,0.2702703,478.08,1,"22/08/2022",4,"MG",3.2,2.6,2.8,2.4,56.9,56.6,58.9,56.6,45.8,45.5,46.4,46.6,28,40,22,62,17,0,0,0,2,0,"E",17,2.7474,2.3474,34,22.5781715941041,14.4841100792366,8.09406151486751,0.0333083825790831,0.0276019114323667,0.0275022326919923,0.0231968679465177,-0.410653798218626,-1.37703022802161,"BB/G",-1.37703022802161,-0.410653798218625,-0.208279808529339,"2","1","BB/G"
"RB/B",11,"2",4,49,2,"23/08/2022","MG",2,0.2986111,481.52,3,"18/08/2022",770,"MG",2.8,3.2,2.6,2.5,56.1,55.2,58.1,57.7,45.2,44.9,45.2,46.4,6,11,6,17,5,0,0,0,1,1,"E",5,2.5842,2.4842,11,6.84324933580227,4.42798486434265,2.41526447145962,0.0303209445996492,0.0353517530917787,0.0279840660837191,0.0248675280095535,-0.647495119726398,-1.35761129472733,"RB/B",-1.35761129472733,-0.647495119726397,0.194510088077179,"2","3","RB/B"
"RB/G",8,"2",4,14,4,"25/08/2022","VM",834,0.3028233,997.34,1,"22/08/2022",3,"MG",2.6,2.4,2.7,2.4,54.1,54.2,56.6,55.9,44.3,44.6,44.6,46,2,6,3,9,7,4,0,0,1,0,"E",11,2.6662,2.3662,7,6.33927816752599,2.95832981151213,3.38094835601386,0.0299062644502613,0.0270524538965318,0.0300530219078887,0.0243096079559464,-1.90838876557546,0.614550614609994,"RB/G",0.614550614609994,-1.90838876557546,0.254375427181438,"4","1","RB/G"
"RB/R",10,"2",4,143,1,"24/08/2022","MG",4775,0.3142857,415.7,3,"19/08/2022",777,"MG",1.9,1.6,2,2,48.3,52.7,52.6,51,40.5,44,42.8,41.9,4,20,1,21,28,8,0,0,3,0,"E",36,1.8896,1.8896,17,25.4022015241321,8.99661303979678,16.4055884843353,0.0286014816320156,0.0187828700225394,0.0241011948152024,0.0256878532411182,0.430480370384652,-1.75571400946467,"RB/R",-1.75571400946467,0.430480370384653,0.417283281259747,"1","3","RB/R"
"RR/B",9,"2",4,48,3,"24/08/2022","VM",823,0.3772819,637.79,3,"19/08/2022",776,"MG",2.7,3.2,2.9,2.9,53.5,56,57.2,58,45.9,47.6,46.1,46.4,2,28,3,31,4,1,0,0,2,0,"E",5,2.8834,2.8834,29,12.1384476659499,10.0575709232156,2.08087674273427,0.0279206617643569,0.0296707907087699,0.029430803423678,0.0288636302482677,-0.668248230146872,-0.596362927545204,"RR/B",-0.596362927545204,-0.668248230146872,1.31260849736527,"3","3","RR/B"
"B/RB",16,"3",3,216,2,"16/08/2022","JAP",722,0.2707133,382.5,1,"13/08/2022",4,"SGG",2.4,2,2.6,2.4,51.1,52.3,54.3,52.4,44,43.4,43.6,45,22,14,15,29,8,1,0,0,0,1,"E",9,2.573,2.373,7,6.32111251580278,2.94985250737463,3.37126000842815,0.0281743050338092,0.0244658780759603,0.03104418897183,0.0260411522633745,0.845590923909685,-1.98115469760703,"B/RB",-1.98115469760703,0.845590923909686,-0.201983729230354,"2","1","B/RB"
"B/RR",18,"3",3,345,3,"17/08/2022","MG",1114,0.3278689,932.56,3,"14/08/2022",1095,"MG",2.8,2.8,2.9,2.8,57.8,57.3,58.4,58.2,46.4,47.4,46.6,48.3,2,6,1,7,4,0,1,0,0,1,"E",4,2.888,2.788,5,3.22812051649928,1.79340028694405,1.43472022955524,0.0280287732174341,0.026291962629656,0.0285390451689286,0.02474294428275,1.31689607149249,0.432653993592206,"B/RR",0.432653993592207,1.31689607149249,0.610332726708911,"3","3","B/RR"
"BG/R",17,"3",3,183,2,"15/08/2022","SGG",714,0.2618747,740.72,1,"12/08/2022",1,"JAP",2.3,3.3,2.3,2.2,53,54.4,54.3,55,43.2,44.4,43.7,44.9,0,6,2,8,25,8,0,0,0,1,"E",33,2.201,2.101,8,15.7068062827225,3.80771061399334,11.8990956687292,0.0285283461616623,0.0377020555983302,0.0263739835905891,0.023210635389321,0.678722644818326,-0.191137756402435,"BG/R",-0.191137756402435,0.678722644818326,-0.32760117052158,"2","1","BG/R"
"G/RR",14,"3",3,157,4,"17/08/2022","MG",4628,0.2441294,1341.68,3,"14/08/2022",1097,"MG",2.3,2.3,2.7,2.8,55.9,55.7,56.6,59.4,45,44.5,44.2,46.4,2,2,4,6,21,2,0,0,0,0,"E",23,2.631,2.731,4,9.15415598681802,1.46466495789088,7.68949102892713,0.0252400548696845,0.0261004384589961,0.0304687080924981,0.0273380641631473,0.524487737416939,1.41784754953014,"G/RR",1.41784754953014,0.524487737416939,-0.579803915407104,"4","3","G/RR"
"GB/B",15,"3",3,155,1,"16/08/2022","JAP",4757,0.3287317,1309.03,2,"13/08/2022",700,"SGG",2.4,1.8,2.1,1.9,52.8,53.7,54.7,54.2,42.5,44.1,43.2,45,5,13,3,16,2,1,0,0,0,0,"E",3,2.091,1.891,11,6.87466948704389,5.81702802749868,1.05764145954521,0.031263993486668,0.0209873080304052,0.0259359877495809,0.0207517146776406,0.511583840205618,1.35112106565582,"GB/B",1.35112106565582,0.511583840205618,0.622595158354881,"1","2","GB/B"
"GR/G",13,"3",3,181,4,"15/08/2022","MG",4617,0.2689625,1046.35,4,"12/08/2022",4600,"MG",2.2,2.6,2,1.9,51.1,53.3,52.1,54.4,43.1,43.7,41.8,41.9,0,4,2,6,8,1,0,0,0,1,"E",9,1.973,1.873,6,7.47463961558996,3.20341697810998,4.27122263747998,0.0274783638797606,0.0311550919289104,0.0270145812468803,0.0254621872992244,0.667662201688551,0.744480262978185,"GR/G",0.744480262978185,0.667662201688551,-0.226866744211537,"4","4","GR/G"
"B/RB",16,"3",4,184,1,"24/08/2022","MG",4774,0.331299,731.89,4,"19/08/2022",4640,"MG",2.4,2,2.6,2.4,51.1,52.3,54.3,52.4,44,43.4,43.6,45,22,14,15,29,8,1,0,0,0,1,"E",9,2.573,2.373,7,6.32111251580278,2.94985250737463,3.37126000842815,0.0281743050338092,0.0244658780759603,0.03104418897183,0.0260411522633745,0.684207618589592,-0.223619061395926,"B/RB",-0.223619061395926,0.684207618589593,0.659082572314893,"1","4","B/RB"
"B/RR",18,"3",4,91,1,"25/08/2022","MG",3,0.2643369,434.75,1,"22/08/2022",5,"MG",2.8,2.8,2.9,2.8,57.8,57.3,58.4,58.2,46.4,47.4,46.6,48.3,2,6,1,7,4,0,1,0,0,1,"E",4,2.888,2.788,5,3.22812051649928,1.79340028694405,1.43472022955524,0.0280287732174341,0.026291962629656,0.0285390451689286,0.02474294428275,-0.0244382254534814,-1.63435440476716,"B/RR",-1.63435440476715,-0.024438225453481,-0.292607476503607,"1","1","B/RR"
"BG/R",17,"3",4,30,2,"23/08/2022","MG",1,0.2472678,538.73,3,"18/08/2022",1119,"MG",2.3,3.3,2.3,2.2,53,54.4,54.3,55,43.2,44.4,43.7,44.9,0,6,2,8,25,8,0,0,0,1,"E",33,2.201,2.101,8,15.7068062827225,3.80771061399334,11.8990956687292,0.0285283461616623,0.0377020555983302,0.0263739835905891,0.023210635389321,-1.14130227512213,-1.0535392720306,"BG/R",-1.0535392720306,-1.14130227512213,-0.53519981772779,"2","3","BG/R"
"G/RR",14,"3",4,109,1,"25/08/2022","MG",1,0.2871194,1196.06,3,"22/08/2022",783,"VM",2.3,2.3,2.7,2.8,55.9,55.7,56.6,59.4,45,44.5,44.2,46.4,2,2,4,6,21,2,0,0,0,0,"E",23,2.631,2.731,4,9.15415598681802,1.46466495789088,7.68949102892713,0.0252400548696845,0.0261004384589961,0.0304687080924981,0.0273380641631473,0.157221555214031,1.10667122149505,"G/RR",1.10667122149505,0.157221555214031,0.0311858115982819,"1","3","G/RR"
"GB/B",15,"3",4,28,4,"24/08/2022","VM",4658,0.3180328,987.64,3,"19/08/2022",775,"MG",2.4,1.8,2.1,1.9,52.8,53.7,54.7,54.2,42.5,44.1,43.2,45,5,13,3,16,2,1,0,0,0,0,"E",3,2.091,1.891,11,6.87466948704389,5.81702802749868,1.05764145954521,0.031263993486668,0.0209873080304052,0.0259359877495809,0.0207517146776406,-1.21074292387571,0.588079369939165,"GB/B",0.588079369939166,-1.21074292387571,0.470538447718502,"4","3","GB/B"
"GR/G",13,"3",4,29,3,"23/08/2022","VM",806,0.2581081,643.79,4,"18/08/2022",4635,"MG",2.2,2.6,2,1.9,51.1,53.3,52.1,54.4,43.1,43.7,41.8,41.9,0,4,2,6,8,1,0,0,0,1,"E",9,1.973,1.873,6,7.47463961558996,3.20341697810998,4.27122263747998,0.0274783638797606,0.0311550919289104,0.0270145812468803,0.0254621872992244,-1.17542385451686,-0.571002065690092,"GR/G",-0.571002065690091,-1.17542385451686,-0.381133478168439,"3","4","GR/G"
"BG/G",20,"4",3,21,3,"15/08/2022","MG",1101,0.2424504,808.42,1,"12/08/2022",3,"JAP",2.1,2.5,2,1.9,52.4,53.6,52.6,53.4,43.1,43.4,42.6,41.1,23,49,10,59,4,4,0,0,0,0,"E",8,1.976,1.876,36,21.3219616204691,19.1897654584222,2.13219616204691,0.0262293473397715,0.0305823475949504,0.025559840709417,0.0270213702597354,-1.50029210939706,0.0457431265252113,"BG/G",0.0457431265252116,-1.50029210939706,-0.603666482321317,"3","1","BG/G"
"GB/G",22,"4",3,376,2,"15/08/2022","SGG",713,0.2433132,704.83,2,"12/08/2022",693,"JAP",1.7,2.1,1.8,1.6,46.5,45.8,50,50.7,43.3,40.1,41.9,43.3,6,9,4,13,6,4,0,0,0,1,"E",10,1.77,1.57,7,8.28025477707006,4.45859872611465,3.82165605095541,0.0209404124918824,0.0325676316109559,0.0240619709127748,0.0193390868307384,1.40349924499992,-0.325657151935654,"GB/G",-0.325657151935654,1.40349924499993,-0.591404050675347,"2","2","GB/G"
"GG/G",24,"4",3,361,3,"16/08/2022","MG",1108,0.2088285,1324.27,4,"13/08/2022",4605,"MG",2.1,2.5,2.6,2.6,54.2,54.4,55.5,57.7,43,44.1,44.6,45.9,0,2,3,5,23,6,0,0,0,0,"E",29,2.513,2.513,5,11.142061281337,1.98965380023876,9.15240748109829,0.0264127686870338,0.0291490389311183,0.0283261736008268,0.0259868974125292,1.36252383636773,1.38247158812775,"GG/G",1.38247158812775,1.36252383636773,-1.0815133188508,"3","4","GG/G"
"GG/R",21,"4",3,110,1,"17/08/2022","JAP",763,0.209752,1619.89,1,"14/08/2022",1,"SGG",2.1,2.1,2.2,2.2,50,49.9,51.9,54.3,41.9,43.1,42.4,43.4,5,8,1,9,14,3,0,0,0,0,"E",17,2.149,2.149,4,8.37598883201489,1.86133085155886,6.51465798045603,0.0285481010829532,0.0262293473397715,0.028192841238069,0.0262885859926193,0.166413310386665,1.92822145652101,"GG/R",1.92822145652101,0.166413310386666,-1.06838819642955,"1","1","GG/R"
"GR/R",19,"4",3,169,1,"17/08/2022","JAP",765,0.2348361,935.71,1,"14/08/2022",2,"SGG",1.5,1.9,1.8,1.7,47.2,48.6,50,50.6,38.5,42,39.1,39.9,1,4,1,5,15,0,0,0,0,0,"E",15,1.755,1.655,4,11.4803625377643,2.41691842900302,9.06344410876133,0.0262850659207549,0.0256451787064032,0.0293593778729427,0.026054294094795,0.598618668819435,0.441787270635064,"GR/R",0.441787270635064,0.598618668819436,-0.711883720710178,"1","1","GR/R"
"R/RR",23,"4",3,56,2,"16/08/2022","JAP",720,0.2862206,1005.46,3,"13/08/2022",1089,"MG",1.6,1.7,1.7,1.6,47.8,47.5,48.6,48.6,40.8,38.2,39.1,39.4,2,6,8,14,36,11,0,0,0,0,"E",47,1.559,1.459,12,32.8992460589445,8.22481151473612,24.6744345442084,0.0235580583636761,0.0304971202825081,0.0260804957857081,0.0238542972331108,-0.51309708217596,0.636512829285375,"R/RR",0.636512829285376,-0.513097082175959,0.0184117346819651,"2","3","R/RR"
"BG/G",20,"4",4,39,3,"23/08/2022","VM",808,0.2867232,371.59,1,"18/08/2022",4,"MG",2.1,2.5,2,1.9,52.4,53.6,52.6,53.4,43.1,43.4,42.6,41.1,23,49,10,59,4,4,0,0,0,0,"E",8,1.976,1.876,36,21.3219616204691,19.1897654584222,2.13219616204691,0.0262293473397715,0.0305823475949504,0.025559840709417,0.0270213702597354,-0.877235215124145,-2.05953143473773,"BG/G",-2.05953143473773,-0.877235215124145,0.0255548711507466,"3","1","BG/G"
"GB/G",22,"4",4,243,4,"23/08/2022","VM",4652,0.1944202,551.72,4,"18/08/2022",4634,"MG",1.7,2.1,1.8,1.6,46.5,45.8,50,50.7,43.3,40.1,41.9,43.3,6,9,4,13,6,4,0,0,0,1,"E",10,1.77,1.57,7,8.28025477707006,4.45859872611465,3.82165605095541,0.0209404124918824,0.0325676316109559,0.0240619709127748,0.0193390868307384,0.964138394566738,-0.989006659849595,"GB/G",-0.989006659849594,0.964138394566739,-1.28628938964893,"4","4","GB/G"
"GG/G",24,"4",4,658,1,"24/08/2022","MG",4773,0.2303943,656.1,1,"19/08/2022",3,"MG",2.1,2.5,2.6,2.6,54.2,54.4,55.5,57.7,43,44.1,44.6,45.9,0,2,3,5,23,6,0,0,0,0,"E",29,2.513,2.513,5,11.142061281337,1.98965380023876,9.15240748109829,0.0264127686870338,0.0291490389311183,0.0283261736008268,0.0259868974125292,1.96674704914924,-0.519701785202567,"GG/G",-0.519701785202567,1.96674704914924,-0.775012219649757,"1","1","GG/G"
"GG/R",21,"4",4,89,3,"25/08/2022","VM",4673,0.2412178,1282.95,3,"22/08/2022",782,"VM",2.1,2.1,2.2,2.2,50,49.9,51.9,54.3,41.9,43.1,42.4,43.4,5,8,1,9,14,3,0,0,0,0,"E",17,2.149,2.149,4,8.37598883201489,1.86133085155886,6.51465798045603,0.0285481010829532,0.0262293473397715,0.028192841238069,0.0262885859926193,-0.04680559475426,1.29661486586447,"GG/R",1.29661486586447,-0.0468055947542596,-0.621184647883235,"3","3","GG/R"
"GR/R",19,"4",4,32,3,"25/08/2022","VM",4675,0.2924236,913.89,2,"22/08/2022",1132,"MG",1.5,1.9,1.8,1.7,47.2,48.6,50,50.6,38.5,42,39.1,39.9,1,4,1,5,15,0,0,0,0,0,"E",15,1.755,1.655,4,11.4803625377643,2.41691842900302,9.06344410876133,0.0262850659207549,0.0256451787064032,0.0293593778729427,0.026054294094795,-1.07634488632528,0.377879688880585,"GR/R",0.377879688880585,-1.07634488632527,0.106571057236383,"3","2","GR/R"
"R/RR",23,"4",4,58,3,"24/08/2022","VM",822,0.3677448,1010.77,2,"19/08/2022",1125,"MG",1.6,1.7,1.7,1.6,47.8,47.5,48.6,48.6,40.8,38.2,39.1,39.4,2,6,8,14,36,11,0,0,0,0,"E",47,1.559,1.459,12,32.8992460589445,8.22481151473612,24.6744345442084,0.0235580583636761,0.0304971202825081,0.0260804957857081,0.0238542972331108,-0.47777801281711,0.65077910979285,"R/RR",0.65077910979285,-0.477778012817109,1.17706371659247,"3","2","R/RR"
"B/BB",25,"5",3,78,2,"16/08/2022","JAP",721,0.2397661,1184.8,2,"13/08/2022",698,"SGG",2,1.9,1.9,1.9,50.9,48.8,50.1,51.7,39.1,41.3,39.6,40.9,4,6,3,9,4,1,1,0,0,0,"E",5,1.885,1.885,5,4.77453580901857,2.6525198938992,2.12201591511936,0.033457980481986,0.0269713972732514,0.0303546896369057,0.0275512577996917,-0.179589373424393,1.08105216826168,"B/BB",1.08105216826168,-0.179589373424393,-0.641816743409955,"2","2","B/BB"
"B/BR",28,"5",3,190,3,"15/08/2022","MG",1103,0.3198937,892.36,3,"12/08/2022",1088,"MG",1.5,1.8,1.6,1.5,45.4,44.4,46.5,48.1,38.9,39.9,40.2,39.2,4,6,3,9,2,8,0,0,2,1,"E",10,1.5684,1.4684,5,6.12912013075456,3.40506673930809,2.72405339144647,0.0254825247725392,0.0283369965985686,0.024142301782836,0.0243773321490195,0.716504192595597,0.313308014896318,"B/BR",0.313308014896318,0.716504192595597,0.496986244484827,"3","3","B/BR"
"B/RG",29,"5",3,377,4,"16/08/2022","MG",4624,0.3610988,1126.01,3,"13/08/2022",1091,"MG",1.9,2.1,2.5,2.5,50,50.4,55.1,55.2,39.6,41.5,44.3,44.3,0,4,1,5,4,0,0,0,1,0,"E",4,2.4872,2.4872,5,4.02058539723384,2.01029269861692,2.01029269861692,0.0305962388913108,0.0293815704099603,0.0286087926694961,0.0286087926694961,1.40617252730487,0.94320804519237,"B/RG",0.94320804519237,1.40617252730487,1.08260831473906,"4","3","B/RG"
"G/BG",30,"5",3,325,2,"17/08/2022","JAP",2,0.2462335,413.77,4,"14/08/2022",4611,"MG",2,1.9,2.2,2.3,51.6,50.4,54.6,54.1,41.2,42.2,42.7,44,0,3,1,4,4,1,0,0,0,0,"E",5,2.185,2.285,4,3.50109409190372,1.75054704595186,1.75054704595186,0.0285981768547862,0.0252822806554572,0.0280651789826926,0.0268242862509391,1.25678924724569,-1.76831813487644,"G/BG",-1.76831813487644,1.25678924724569,-0.549899670592216,"2","4","G/BG"
"G/BR",27,"5",3,51,2,"17/08/2022","JAP",3,0.2336066,707.92,4,"14/08/2022",4610,"MG",1.9,1.7,1.9,1.9,50.5,49.4,51.3,51.3,41.4,41.4,41.7,41.5,5,14,4,18,0,2,0,0,0,0,"E",2,1.894,1.894,13,6.86378035902851,6.86378035902851,0,0.0267764240745194,0.0239578531193068,0.0261199180331045,0.0264993782649833,-0.607230142645328,-0.313809039626364,"G/BR",-0.313809039626364,-0.607230142645327,-0.729357827929371,"2","4","G/BR"
"G/RB",26,"5",3,42,1,"15/08/2022","SGG",3,0.2680549,1504.92,3,"12/08/2022",1087,"MG",1.3,1.2,1.6,2.6,44.7,44.5,47.4,52.1,38.1,36.3,37.2,44.8,2,4,3,7,7,4,0,0,2,0,"E",11,1.5654,2.5654,5,5.45723863724955,1.9490137990177,3.50822483823185,0.0235054421698228,0.0250877302246123,0.0304086058802248,0.0285312663709457,-0.802646267697309,1.7288273559643,"G/RB",1.7288273559643,-0.802646267697309,-0.239765889971716,"1","3","G/RB"
"B/BB",25,"5",4,325,4,"24/08/2022","VM",4659,0.2879929,874.66,2,"19/08/2022",1126,"MG",2,1.9,1.9,1.9,50.9,48.8,50.1,51.7,39.1,41.3,39.6,40.9,4,6,3,9,4,1,1,0,0,0,"E",5,1.885,1.885,5,4.77453580901857,2.6525198938992,2.12201591511936,0.033457980481986,0.0269713972732514,0.0303546896369057,0.0275512577996917,1.25678924724569,0.259045285667272,"B/BB",0.259045285667273,1.25678924724569,0.0436003155884933,"4","2","B/BB"
"B/BR",28,"5",4,121,4,"23/08/2022","VM",4654,0.3424408,674.55,4,"18/08/2022",4636,"MG",1.5,1.8,1.6,1.5,45.4,44.4,46.5,48.1,38.9,39.9,40.2,39.2,4,6,3,9,2,8,0,0,2,1,"E",10,1.5684,1.4684,5,6.12912013075456,3.40506673930809,2.72405339144647,0.0254825247725392,0.0283369965985686,0.024142301782836,0.0243773321490195,0.26234207194987,-0.44458868770123,"B/BR",-0.44458868770123,0.262342071949871,0.817433941013395,"4","4","B/BR"
"B/RG",29,"5",4,48,3,"24/08/2022","VM",821,0.3419204,790.3,2,"19/08/2022",1127,"MG",1.9,2.1,2.5,2.5,50,50.4,55.1,55.2,39.6,41.5,44.3,44.3,0,4,1,5,4,0,0,0,1,0,"E",4,2.4872,2.4872,5,4.02058539723384,2.01029269861692,2.01029269861692,0.0305962388913108,0.0293815704099603,0.0286087926694961,0.0286087926694961,-0.668248230146872,-0.0156556460515963,"B/RG",-0.0156556460515959,-0.668248230146872,0.810037824383165,"3","2","B/RG"
"G/BG",30,"5",4,72,4,"25/08/2022","VM",835,0.3578154,701.86,4,"22/08/2022",4646,"VM",2,1.9,2.2,2.3,51.6,50.4,54.6,54.1,41.2,42.2,42.7,44,0,3,1,4,4,1,0,0,0,0,"E",5,2.185,2.285,4,3.50109409190372,1.75054704595186,1.75054704595186,0.0285981768547862,0.0252822806554572,0.0280651789826926,0.0268242862509391,-0.26015157396847,-0.337094201436014,"G/BG",-0.337094201436014,-0.260151573968469,1.03594342360974,"4","4","G/BG"
"G/BR",27,"5",4,200,4,"25/08/2022","VM",833,0.3147541,939.38,2,"22/08/2022",1131,"MG",1.9,1.7,1.9,1.9,50.5,49.4,51.3,51.3,41.4,41.4,41.7,41.5,5,14,4,18,0,2,0,0,0,0,"E",2,1.894,1.894,13,6.86378035902851,6.86378035902851,0,0.0267764240745194,0.0239578531193068,0.0261199180331045,0.0264993782649833,0.768130390523211,0.452389563765598,"G/BR",0.452389563765598,0.768130390523212,0.423940354721699,"4","2","G/BR"
"G/RB",26,"5",4,105,3,"23/08/2022","VM",809,0.3559719,1328.92,3,"18/08/2022",771,"MG",1.3,1.2,1.6,2.6,44.7,44.5,47.4,52.1,38.1,36.3,37.2,44.8,2,4,3,7,7,4,0,0,2,0,"E",11,1.5654,2.5654,5,5.45723863724955,1.9490137990177,3.50822483823185,0.0235054421698228,0.0250877302246123,0.0304086058802248,0.0285312663709457,0.119591370726934,1.3919653941083,"G/RB",1.3919653941083,0.119591370726934,1.00974292205742,"3","3","G/RB"
"B/BG",33,"6",3,71,3,"17/08/2022","MG",1115,0.376163,1357.41,2,"14/08/2022",705,"SGG",2.6,2.7,3,3,56.4,54.1,57.9,57.6,47.2,49.1,46,47.4,4,6,11,17,6,4,0,0,0,0,"E",10,2.97,2.97,13,6.3973063973064,4.37710437710438,2.02020202020202,0.0247256292025962,0.0228096850023897,0.0305128626612969,0.0278882603607423,-0.274228589396566,1.44941733128753,"B/BG",1.44941733128753,-0.274228589396566,1.29670627811553,"3","2","B/BG"
"G/GG",31,"6",3,266,4,"16/08/2022","MG",4622,0.2873406,1004.86,3,"13/08/2022",1090,"MG",2.6,2.5,3.2,3.1,55.6,57.9,59,57.5,44.1,46.6,47.1,50,8,8,11,19,5,2,0,0,0,0,"E",7,3.179,3.079,11,5.19649236765183,3.57258850276064,1.6239038648912,0.030315000488363,0.0247048521199174,0.0304248052183202,0.024632,1.05516020002042,0.634896084844939,"G/GG",0.63489608484494,1.05516020002042,0.0343295875371881,"4","3","G/GG"
"R/BG",35,"6",3,156,3,"15/08/2022","MG",1102,0.2325976,642.71,2,"12/08/2022",4751,"JAP",2.3,3.1,2.5,2.3,53.4,53,54.7,54.6,43.3,45.5,43.5,44.2,11,6,6,12,8,4,0,0,0,0,"E",12,2.464,2.264,1,3.97526501766784,0.441696113074205,3.53356890459364,0.0283311463125467,0.0329099713232064,0.0299345636997857,0.0262186070396867,0.518056468275359,-0.575549530774352,"R/BG",-0.575549530774352,0.518056468275359,-0.743698107867692,"3","2","R/BG"
"R/BR",36,"6",3,27,4,"17/08/2022","MG",4629,0.2853345,359.66,3,"14/08/2022",1096,"MG",2.3,2.2,2,2,53.1,51.2,51.6,52.2,43.4,43.1,43.6,43.9,0,2,2,4,26,10,0,0,0,1,"E",36,1.892,1.892,4,15.8562367864693,2.11416490486258,13.7420718816068,0.0281357597873543,0.0274783638797606,0.0228276741293052,0.0223628716570092,-1.24734660118957,-2.14791436709664,"R/BR",-2.14791436709663,-1.24734660118957,0.00581815484713204,"4","3","R/BR"
"R/RB",32,"6",3,332,3,"16/08/2022","MG",1107,0.2516129,369.9,1,"13/08/2022",3,"SGG",2.2,1.9,1.8,1.8,53.8,52.4,51.2,50.9,44,42.4,41,41.5,0,5,2,7,29,18,0,0,0,0,"E",47,1.659,1.659,7,21.6998191681736,4.21940928270042,17.4804098854732,0.0258264462809917,0.0249261974650215,0.0240710378549354,0.0232114406238687,1.2782373385266,-2.07187775290169,"R/RB",-2.07187775290169,1.2782373385266,-0.473445654833836,"3","1","R/RB"
"R/RG",34,"6",3,238,1,"15/08/2022","SGG",1,0.1203624,933.61,4,"12/08/2022",4599,"MG",2.1,1.8,1.9,1.9,51.8,50.4,52.6,52.4,44.9,44.2,43.2,43.2,0,0,1,1,9,8,1,0,0,1,"E",17,1.849,1.849,1,5.40832882639265,0.540832882639264,4.86749594375338,0.0231995879664798,0.0208451822753693,0.0229343095882233,0.0229343095882233,0.943212688725089,0.43570184259709,"R/RG",0.43570184259709,0.943212688725089,-2.33882614248958,"1","4","R/RG"
"B/BG",33,"6",4,8,2,"25/08/2022","MG",1.1,0.4804762,1333.85,3,"22/08/2022",781,"VM",2.6,2.7,3,3,56.4,54.1,57.9,57.6,47.2,49.1,46,47.4,4,6,11,17,6,4,0,0,0,0,"E",10,2.97,2.97,13,6.3973063973064,4.37710437710438,2.02020202020202,0.0247256292025962,0.0228096850023897,0.0305128626612969,0.0278882603607423,-2.47163656972478,1.40199465817834,"B/BG",1.40199465817834,-2.47163656972478,2.77924392852396,"2","3","B/BG"
"G/GG",31,"6",4,81,2,"24/08/2022","MG",2,0.2849462,754.38,1,"19/08/2022",1,"MG",2.6,2.5,3.2,3.1,55.6,57.9,59,57.5,44.1,46.6,47.1,50,8,8,11,19,5,2,0,0,0,0,"E",7,3.179,3.079,11,5.19649236765183,3.57258850276064,1.6239038648912,0.030315000488363,0.0247048521199174,0.0304248052183202,0.024632,-0.141604103311416,-0.141644292609805,"G/GG",-0.141644292609804,-0.141604103311415,0.000299492111700635,"2","1","G/GG"
