"ID_fish","num_fish","cage","trial","boldness","bassin_bold","date_bold","exp_bold","video_bold","exploration","activity","bassin_exp","date_act","video_act","exp_act","mass_1","mass_2","mass_3","mass_4","TL_1","TL_2","TL_3","TL_4","SL_1","SL_2","SL_3","SL_4","BS_pre","BS_post_corps","BS_muscle","BS_post_tot","P04_alive","P04_dead","P013_alive","P013_dead","P06","gonade","treatment","P04_tot","parasite_load","adj_mass3","adj_mass4","dens_tot","dens_bs","dens_ces","fulton1","fulton2","fulton3","fulton4","log_boldness","log_activity","id","z_log_activity","z_log_boldness","z_exploration","tank1","tank2","(id = ID_fish)"
"BR/R",1,"1",4,159,2,"25/08/2022","MG",2.1,0.2733717,542.96,4,"22/08/2022",4648,"VM",2.1,2.4,2.3,2,52.5,52.3,53.3,54.7,42,44.4,44.1,43.6,2,6,2,8,5,0,0,0,0,0,"E",5,13,2.285,1.985,10.5188916876574,4.03022670025189,2.51889168765743,0.0283446712018141,0.0274196767987856,0.0266422215830421,0.0239497532487689,0.476658301791852,-1.0212420465351,"BR/R",-1.0212420465351,0.476658301791852,-0.0918886383877229,"2","4","BR/R"
"RG/G",6,"1",4,83,1,"23/08/2022","MG",4769,0.316855,600.08,2,"18/08/2022",769,"MG",1.9,1.9,2.1,2.1,49.4,47.9,52.1,50.7,41.2,38.6,42.4,42,4,15,3,18,11,3,0,0,2,0,"E",14,31,2.0564,2.0564,24.3217272904104,8.7531608636452,6.32172729041043,0.0271682680120469,0.0330363217317654,0.0269780170879316,0.0277561818378145,-0.206231521091613,-0.755948390249864,"RG/G",-0.755948390249864,-0.206231521091613,0.535780587764395,"1","2","RG/G"
"RR/R",2,"1",4,57,3,"25/08/2022","VM",4674,0.2552995,978.35,2,"22/08/2022",1133,"MG",2.4,2,2.1,2.1,52.9,52.4,54.4,51.4,41.7,43.2,42.2,41.1,0,0,0,0,7,0,0,0,2,1,"E",7,9,2.0774,2.0774,4.33233850004814,0,4.33233850004814,0.0330981009923183,0.0248072575318803,0.0276428472808668,0.0299222785594746,-0.60099707635349,0.5404646644845,"RR/R",0.5404646644845,-0.60099707635349,-0.352755771030974,"3","2","RR/R"
"BB/B",7,"2",3,418,4,"15/08/2022","MG",4616,0.3380594,753.96,2,"12/08/2022",694,"JAP",3.8,4.3,3.3,3.2,59.8,60.1,62.7,62.4,47.2,48.8,50.2,49.5,4,8,9,17,20,0,0,0,0,0,"E",20,37,3.24,3.14,23.3694267515924,5.4140127388535,6.36942675159236,0.0361374580653329,0.0370006189945414,0.0256114318301784,0.0258889270214645,1.49204473362408,-0.150511200035688,"BB/B",-0.150511200035688,1.49204473362408,0.84186014794083,"4","2","BB/B"
"BB/G",12,"2",3,85,1,"17/08/2022","JAP",764,0.3635982,502.88,1,"14/08/2022",3,"SGG",3.2,2.6,2.8,2.4,56.9,56.6,58.9,56.6,45.8,45.5,46.4,46.6,28,40,22,62,17,0,0,0,2,0,"E",17,81,2.7474,2.3474,70.0940615148675,26.4122007327256,8.09406151486751,0.0333083825790831,0.0276019114323667,0.0275022326919923,0.0231968679465177,-0.181218507274695,-1.22462446556703,"BB/G",-1.22462446556703,-0.181218507274695,1.21050555509378,"1","1","BB/G"
"RB/B",11,"2",3,358,1,"15/08/2022","SGG",2,0.1958106,714.51,4,"12/08/2022",4598,"MG",2.8,3.2,2.6,2.5,56.1,55.2,58.1,57.7,45.2,44.9,45.2,46.4,6,11,6,17,5,0,0,0,1,1,"E",5,23,2.5842,2.4842,19.4152644714596,6.84324933580227,2.41526447145962,0.0303209445996492,0.0353517530917787,0.0279840660837191,0.0248675280095535,1.32927186365043,-0.293047222840946,"RB/B",-0.293047222840946,1.32927186365043,-1.21146133909137,"1","4","RB/B"
"RB/G",8,"2",3,11,3,"17/08/2022","MG",1113,0.3130631,753.74,2,"14/08/2022",706,"SGG",2.6,2.4,2.7,2.4,54.1,54.2,56.6,55.9,44.3,44.6,44.6,46,2,6,3,9,7,4,0,0,1,0,"E",11,17,2.6662,2.3662,12.3809483560139,3.80356690051559,3.38094835601386,0.0299062644502613,0.0270524538965318,0.0300530219078887,0.0243096079559464,-2.3292284304905,-0.151285208919467,"RB/G",-0.151285208919467,-2.3292284304905,0.481045575963399,"3","2","RB/G"
"RB/R",10,"2",3,72,1,"16/08/2022","JAP",4759,0.2755871,661.07,2,"13/08/2022",699,"SGG",1.9,1.6,2,2,48.3,52.7,52.6,51,40.5,44,42.8,41.9,4,20,1,21,28,8,0,0,3,0,"E",36,52,1.8896,1.8896,37.4055884843353,11.1134631668078,16.4055884843353,0.0286014816320156,0.0187828700225394,0.0241011948152024,0.0256878532411182,-0.355585387843642,-0.499222896507332,"RB/R",-0.499222896507332,-0.355585387843642,-0.059909961433182,"1","2","RB/R"
"RR/B",9,"2",3,119,1,"16/08/2022","JAP",4758,0.2466044,606.36,4,"13/08/2022",4606,"MG",2.7,3.2,2.9,2.9,53.5,56,57.2,58,45.9,47.6,46.1,46.4,2,28,3,31,4,1,0,0,2,0,"E",5,37,2.8834,2.8834,33.0808767427343,10.7511965041271,2.08087674273427,0.0279206617643569,0.0296707907087699,0.029430803423678,0.0288636302482677,0.172244550866852,-0.728336506600903,"RR/B",-0.728336506600903,0.172244550866851,-0.478267098099418,"1","4","RR/B"
"BB/B",7,"2",4,18,2,"23/08/2022","MG",3,0.3093137,500.66,2,"18/08/2022",1121,"MG",3.8,4.3,3.3,3.2,59.8,60.1,62.7,62.4,47.2,48.8,50.2,49.5,4,8,9,17,20,0,0,0,0,0,"E",20,37,3.24,3.14,23.3694267515924,5.4140127388535,6.36942675159236,0.0361374580653329,0.0370006189945414,0.0256114318301784,0.0258889270214645,-1.81188338522476,-1.23635876568308,"BB/B",-1.23635876568308,-1.81188338522476,0.42692403972915,"2","2","BB/B"
"BB/G",12,"2",4,62,2,"25/08/2022","MG",3.1,0.2702703,478.08,1,"22/08/2022",4,"MG",3.2,2.6,2.8,2.4,56.9,56.6,58.9,56.6,45.8,45.5,46.4,46.6,28,40,22,62,17,0,0,0,2,0,"E",17,81,2.7474,2.3474,70.0940615148675,26.4122007327256,8.09406151486751,0.0333083825790831,0.0276019114323667,0.0275022326919923,0.0231968679465177,-0.512668018224483,-1.3587560732435,"BB/G",-1.3587560732435,-0.512668018224483,-0.136656476569005,"2","1","BB/G"
"RB/B",11,"2",4,49,2,"23/08/2022","MG",2,0.2986111,481.52,3,"18/08/2022",770,"MG",2.8,3.2,2.6,2.5,56.1,55.2,58.1,57.7,45.2,44.9,45.2,46.4,6,11,6,17,5,0,0,0,1,1,"E",5,23,2.5842,2.4842,19.4152644714596,6.84324933580227,2.41526447145962,0.0303209445996492,0.0353517530917787,0.0279840660837191,0.0248675280095535,-0.759864748709194,-1.33974055088793,"RB/B",-1.33974055088793,-0.759864748709194,0.272435013831492,"2","3","RB/B"
"RB/G",8,"2",4,14,4,"25/08/2022","VM",834,0.3028233,997.34,1,"22/08/2022",3,"MG",2.6,2.4,2.7,2.4,54.1,54.2,56.6,55.9,44.3,44.6,44.6,46,2,6,3,9,7,4,0,0,1,0,"E",11,17,2.6662,2.3662,12.3809483560139,3.80356690051559,3.38094835601386,0.0299062644502613,0.0270524538965318,0.0300530219078887,0.0243096079559464,-2.07588842548389,0.591451461952102,"RB/G",0.591451461952101,-2.07588842548389,0.333236938119619,"4","1","RB/G"
"RB/R",10,"2",4,143,1,"24/08/2022","MG",4775,0.3142857,415.7,3,"19/08/2022",777,"MG",1.9,1.6,2,2,48.3,52.7,52.6,51,40.5,44,42.8,41.9,4,20,1,21,28,8,0,0,3,0,"E",36,52,1.8896,1.8896,37.4055884843353,11.1134631668078,16.4055884843353,0.0286014816320156,0.0187828700225394,0.0241011948152024,0.0256878532411182,0.365243044988711,-1.72957303844927,"RB/R",-1.72957303844927,0.36524304498871,0.498693463678766,"1","3","RB/R"
"RR/B",9,"2",4,48,3,"24/08/2022","VM",823,0.3772819,637.79,3,"19/08/2022",776,"MG",2.7,3.2,2.9,2.9,53.5,56,57.2,58,45.9,47.6,46.1,46.4,2,28,3,31,4,1,0,0,2,0,"E",5,37,2.8834,2.8834,33.0808767427343,10.7511965041271,2.08087674273427,0.0279206617643569,0.0296707907087699,0.029430803423678,0.0288636302482677,-0.781525247015277,-0.5943064364122,"RR/B",-0.5943064364122,-0.781525247015277,1.40802592245085,"3","3","RR/B"
"B/RB",16,"3",3,216,2,"16/08/2022","JAP",722,0.2707133,382.5,1,"13/08/2022",4,"SGG",2.4,2,2.6,2.4,51.1,52.3,54.3,52.4,44,43.4,43.6,45,22,14,15,29,8,1,0,0,0,1,"E",9,37,2.573,2.373,32.3712600084282,12.220817530552,3.37126000842815,0.0281743050338092,0.0244658780759603,0.03104418897183,0.0260411522633745,0.798503470018553,-1.95033039830315,"B/RB",-1.95033039830315,0.798503470018553,-0.130261895955635,"2","1","B/RB"
"B/RR",18,"3",3,345,3,"17/08/2022","MG",1114,0.3278689,932.56,3,"14/08/2022",1095,"MG",2.8,2.8,2.9,2.8,57.8,57.3,58.4,58.2,46.4,47.4,46.6,48.3,2,6,1,7,4,0,1,0,0,1,"E",4,11,2.888,2.788,8.43472022955524,2.51076040172166,1.43472022955524,0.0280287732174341,0.026291962629656,0.0285390451689286,0.02474294428275,1.29041548436382,0.413333580246245,"B/RR",0.413333580246245,1.29041548436382,0.694763141754474,"3","3","B/RR"
"BG/R",17,"3",3,183,2,"15/08/2022","SGG",714,0.2618747,740.72,1,"12/08/2022",1,"JAP",2.3,3.3,2.3,2.2,53,54.4,54.3,55,43.2,44.4,43.7,44.9,0,6,2,8,25,8,0,0,0,1,"E",33,33,2.201,2.101,19.8990956687292,3.80771061399334,11.8990956687292,0.0285283461616623,0.0377020555983302,0.0263739835905891,0.023210635389321,0.624339212065615,-0.19749945509513,"BG/R",-0.19749945509513,0.624339212065615,-0.257844605231796,"2","1","BG/R"
"G/RR",14,"3",3,157,4,"17/08/2022","MG",4628,0.2441294,1341.68,3,"14/08/2022",1097,"MG",2.3,2.3,2.7,2.8,55.9,55.7,56.6,59.4,45,44.5,44.2,46.4,2,2,4,6,21,2,0,0,0,0,"E",23,27,2.631,2.731,13.6894910289271,2.19699743683632,7.68949102892713,0.0252400548696845,0.0261004384589961,0.0304687080924981,0.0273380641631473,0.463360694493106,1.378060622849,"G/RR",1.378060622849,0.463360694493106,-0.513993028162834,"4","3","G/RR"
"GB/B",15,"3",3,155,1,"16/08/2022","JAP",4757,0.3287317,1309.03,2,"13/08/2022",700,"SGG",2.4,1.8,2.1,1.9,52.8,53.7,54.7,54.2,42.5,44.1,43.2,45,5,13,3,16,2,1,0,0,0,0,"E",3,18,2.091,1.891,17.0576414595452,8.46113167636171,1.05764145954521,0.031263993486668,0.0209873080304052,0.0259359877495809,0.0207517146776406,0.449892600408668,1.31272032188645,"GB/B",1.31272032188645,0.449892600408668,0.707217417495369,"1","2","GB/B"
"GR/G",13,"3",3,181,4,"15/08/2022","MG",4617,0.2689625,1046.35,4,"12/08/2022",4600,"MG",2.2,2.6,2,1.9,51.1,53.3,52.1,54.4,43.1,43.7,41.8,41.9,0,4,2,6,8,1,0,0,0,1,"E",9,14,1.973,1.873,10.27122263748,3.20341697810998,4.27122263747998,0.0274783638797606,0.0311550919289104,0.0270145812468803,0.0254621872992244,0.612795173373436,0.718681938299795,"GR/G",0.718681938299795,0.612795173373436,-0.155534202361706,"4","4","GR/G"
"B/RB",16,"3",4,184,1,"24/08/2022","MG",4774,0.331299,731.89,4,"19/08/2022",4640,"MG",2.4,2,2.6,2.4,51.1,52.3,54.3,52.4,44,43.4,43.6,45,22,14,15,29,8,1,0,0,0,1,"E",9,37,2.573,2.373,32.3712600084282,12.220817530552,3.37126000842815,0.0281743050338092,0.0244658780759603,0.03104418897183,0.0260411522633745,0.63006400524959,-0.229305990082478,"B/RB",-0.229305990082478,0.63006400524959,0.744275672142563,"1","4","B/RB"
"B/RR",18,"3",4,91,1,"25/08/2022","MG",3,0.2643369,434.75,1,"22/08/2022",5,"MG",2.8,2.8,2.9,2.8,57.8,57.3,58.4,58.2,46.4,47.4,46.6,48.3,2,6,1,7,4,0,1,0,0,1,"E",4,11,2.888,2.788,8.43472022955524,2.51076040172166,1.43472022955524,0.0280287732174341,0.026291962629656,0.0285390451689286,0.02474294428275,-0.10956594869524,-1.61073457079424,"B/RR",-1.61073457079424,-0.109565948695241,-0.222303439574366,"1","1","B/RR"
"BG/R",17,"3",4,30,2,"23/08/2022","MG",1,0.2472678,538.73,3,"18/08/2022",1119,"MG",2.3,3.3,2.3,2.2,53,54.4,54.3,55,43.2,44.4,43.7,44.9,0,6,2,8,25,8,0,0,0,1,"E",33,33,2.201,2.101,19.8990956687292,3.80771061399334,11.8990956687292,0.0285283461616623,0.0377020555983302,0.0263739835905891,0.023210635389321,-1.27526262576324,-1.04198535199691,"BG/R",-1.04198535199691,-1.27526262576324,-0.468691105370501,"2","3","BG/R"
"G/RR",14,"3",4,109,1,"25/08/2022","MG",1,0.2871194,1196.06,3,"22/08/2022",783,"VM",2.3,2.3,2.7,2.8,55.9,55.7,56.6,59.4,45,44.5,44.2,46.4,2,2,4,6,21,2,0,0,0,0,"E",23,27,2.631,2.731,13.6894910289271,2.19699743683632,7.68949102892713,0.0252400548696845,0.0261004384589961,0.0304687080924981,0.0273380641631473,0.0800365393997485,1.07334870419716,"G/RR",1.07334870419716,0.0800365393997482,0.106555550999271,"1","3","G/RR"
"GB/B",15,"3",4,28,4,"24/08/2022","VM",4658,0.3180328,987.64,3,"19/08/2022",775,"MG",2.4,1.8,2.1,1.9,52.8,53.7,54.7,54.2,42.5,44.1,43.2,45,5,13,3,16,2,1,0,0,0,0,"E",3,18,2.091,1.891,17.0576414595452,8.46113167636171,1.05764145954521,0.031263993486668,0.0209873080304052,0.0259359877495809,0.0207517146776406,-1.34773942679333,0.565530133669569,"GB/B",0.565530133669569,-1.34773942679333,0.552781800058815,"4","3","GB/B"
"GR/G",13,"3",4,29,3,"23/08/2022","VM",806,0.2581081,643.79,4,"18/08/2022",4635,"MG",2.2,2.6,2,1.9,51.1,53.3,52.1,54.4,43.1,43.7,41.8,41.9,0,4,2,6,8,1,0,0,0,1,"E",9,14,1.973,1.873,10.27122263748,3.20341697810998,4.27122263747998,0.0274783638797606,0.0311550919289104,0.0270145812468803,0.0254621872992244,-1.3108761023798,-0.569472423737353,"GR/G",-0.569472423737353,-1.3108761023798,-0.312214418636587,"3","4","GR/G"
"BG/G",20,"4",3,21,3,"15/08/2022","MG",1101,0.2424504,808.42,1,"12/08/2022",3,"JAP",2.1,2.5,2,1.9,52.4,53.6,52.6,53.4,43.1,43.4,42.6,41.1,23,49,10,59,4,4,0,0,0,0,"E",8,63,1.976,1.876,61.1321961620469,31.4498933901919,2.13219616204691,0.0262293473397715,0.0305823475949504,0.025559840709417,0.0270213702597354,-1.64994856631226,0.0344604397484328,"BG/G",0.0344604397484327,-1.64994856631226,-0.538228921729085,"3","1","BG/G"
"GB/G",22,"4",3,376,2,"15/08/2022","SGG",713,0.2433132,704.83,2,"12/08/2022",693,"JAP",1.7,2.1,1.8,1.6,46.5,45.8,50,50.7,43.3,40.1,41.9,43.3,6,9,4,13,6,4,0,0,0,1,"E",10,19,1.77,1.57,16.8216560509554,8.28025477707006,3.82165605095541,0.0209404124918824,0.0325676316109559,0.0240619709127748,0.0193390868307384,1.38080520691878,-0.329224330723173,"GB/G",-0.329224330723173,1.38080520691878,-0.525774645988191,"2","2","GB/G"
"GG/G",24,"4",3,361,3,"16/08/2022","MG",1108,0.2088285,1324.27,4,"13/08/2022",4605,"MG",2.1,2.5,2.6,2.6,54.2,54.4,55.5,57.7,43,44.1,44.6,45.9,0,2,3,5,23,6,0,0,0,0,"E",29,28,2.513,2.513,14.1524074810983,1.98965380023876,9.15240748109829,0.0264127686870338,0.0291490389311183,0.0283261736008268,0.0259868974125292,1.33803823120834,1.34341956534588,"GG/G",1.34341956534588,1.33803823120834,-1.02355160778934,"3","4","GG/G"
"GG/R",21,"4",3,110,1,"17/08/2022","JAP",763,0.209752,1619.89,1,"14/08/2022",1,"SGG",2.1,2.1,2.2,2.2,50,49.9,51.9,54.3,41.9,43.1,42.4,43.4,5,8,1,9,14,3,0,0,0,0,"E",17,23,2.149,2.149,15.514657980456,4.18799441600745,6.51465798045603,0.0285481010829532,0.0262293473397715,0.028192841238069,0.0262885859926193,0.0896301855237699,1.87783196924617,"GG/R",1.87783196924617,0.0896301855237697,-1.01022114459194,"1","1","GG/R"
"GR/R",19,"4",3,169,1,"17/08/2022","JAP",765,0.2348361,935.71,1,"14/08/2022",2,"SGG",1.5,1.9,1.8,1.7,47.2,48.6,50,50.6,38.5,42,39.1,39.9,1,4,1,5,15,0,0,0,0,0,"E",15,20,1.755,1.655,14.0634441087613,3.02114803625378,9.06344410876133,0.0262850659207549,0.0256451787064032,0.0293593778729427,0.026054294094795,0.540732851318714,0.422277121642473,"GR/R",0.422277121642472,0.540732851318714,-0.648139204267211,"1","1","GR/R"
"R/RR",23,"4",3,56,2,"16/08/2022","JAP",720,0.2862206,1005.46,3,"13/08/2022",1089,"MG",1.6,1.7,1.7,1.6,47.8,47.5,48.6,48.6,40.8,38.2,39.1,39.4,2,6,8,14,36,11,0,0,0,0,"E",47,50,1.559,1.459,38.6744345442084,9.59561343385881,24.6744345442084,0.0235580583636761,0.0304971202825081,0.0260804957857081,0.0238542972331108,-0.619590428102773,0.612957431296995,"R/RR",0.612957431296995,-0.619590428102773,0.0935816253665446,"2","3","R/RR"
"BG/G",20,"4",4,39,3,"23/08/2022","VM",808,0.2867232,371.59,1,"18/08/2022",4,"MG",2.1,2.5,2,1.9,52.4,53.6,52.6,53.4,43.1,43.4,42.6,41.1,23,49,10,59,4,4,0,0,0,0,"E",8,63,1.976,1.876,61.1321961620469,31.4498933901919,2.13219616204691,0.0262293473397715,0.0305823475949504,0.025559840709417,0.0270213702597354,-0.999649766298303,-2.02707892894997,"BG/G",-2.02707892894997,-0.999649766298303,0.100836515245281,"3","1","BG/G"
"GB/G",22,"4",4,243,4,"23/08/2022","VM",4652,0.1944202,551.72,4,"18/08/2022",4634,"MG",1.7,2.1,1.8,1.6,46.5,45.8,50,50.7,43.3,40.1,41.9,43.3,6,9,4,13,6,4,0,0,0,1,"E",10,19,1.77,1.57,16.8216560509554,8.28025477707006,3.82165605095541,0.0209404124918824,0.0325676316109559,0.0240619709127748,0.0193390868307384,0.922234189671264,-0.978793347009073,"GB/G",-0.978793347009074,0.922234189671264,-1.23153137269144,"4","4","GB/G"
"GG/G",24,"4",4,658,1,"24/08/2022","MG",4773,0.2303943,656.1,1,"19/08/2022",3,"MG",2.1,2.5,2.6,2.6,54.2,54.4,55.5,57.7,43,44.1,44.6,45.9,0,2,3,5,23,6,0,0,0,0,"E",29,28,2.513,2.513,14.1524074810983,1.98965380023876,9.15240748109829,0.0264127686870338,0.0291490389311183,0.0283261736008268,0.0259868974125292,1.96867988500292,-0.519237860608989,"GG/G",-0.519237860608989,1.96867988500292,-0.712255340087686,"1","1","GG/G"
"GG/R",21,"4",4,89,3,"25/08/2022","VM",4673,0.2412178,1282.95,3,"22/08/2022",782,"VM",2.1,2.1,2.2,2.2,50,49.9,51.9,54.3,41.9,43.1,42.4,43.4,5,8,1,9,14,3,0,0,0,0,"E",17,23,2.149,2.149,15.514657980456,4.18799441600745,6.51465798045603,0.0285481010829532,0.0262293473397715,0.028192841238069,0.0262885859926193,-0.132911286094547,1.25934643955511,"GG/R",1.25934643955511,-0.132911286094547,-0.556021156636627,"3","3","GG/R"
"GR/R",19,"4",4,32,3,"25/08/2022","VM",4675,0.2924236,913.89,2,"22/08/2022",1132,"MG",1.5,1.9,1.8,1.7,47.2,48.6,50,50.6,38.5,42,39.1,39.9,1,4,1,5,15,0,0,0,0,0,"E",15,20,1.755,1.655,14.0634441087613,3.02114803625378,9.06344410876133,0.0262850659207549,0.0256451787064032,0.0293593778729427,0.026054294094795,-1.20746510618691,0.359697162634116,"GR/R",0.359697162634116,-1.20746510618691,0.183120188672954,"3","2","GR/R"
"R/RR",23,"4",4,58,3,"24/08/2022","VM",822,0.3677448,1010.77,2,"19/08/2022",1125,"MG",1.6,1.7,1.7,1.6,47.8,47.5,48.6,48.6,40.8,38.2,39.1,39.4,2,6,8,14,36,11,0,0,0,0,"E",47,50,1.559,1.459,38.6744345442084,9.59561343385881,24.6744345442084,0.0235580583636761,0.0304971202825081,0.0260804957857081,0.0238542972331108,-0.582727103689242,0.626927342610325,"R/RR",0.626927342610325,-0.582727103689242,1.27036056180123,"3","2","R/RR"
"B/BB",25,"5",3,78,2,"16/08/2022","JAP",721,0.2397661,1184.8,2,"13/08/2022",698,"SGG",2,1.9,1.9,1.9,50.9,48.8,50.1,51.7,39.1,41.3,39.6,40.9,4,6,3,9,4,1,1,0,0,0,"E",5,13,1.885,1.885,11.1220159151194,4.77453580901857,2.12201591511936,0.033457980481986,0.0269713972732514,0.0303546896369057,0.0275512577996917,-0.271500767607743,1.04826186383858,"B/BB",1.04826186383858,-0.271500767607744,-0.576976038524732,"2","2","B/BB"
"B/BR",28,"5",3,190,3,"15/08/2022","MG",1103,0.3198937,892.36,3,"12/08/2022",1088,"MG",1.5,1.8,1.6,1.5,45.4,44.4,46.5,48.1,38.9,39.9,40.2,39.2,4,6,3,9,2,8,0,0,2,1,"E",10,13,1.5684,1.4684,11.7240533914465,6.12912013075456,2.72405339144647,0.0254825247725392,0.0283369965985686,0.024142301782836,0.0243773321490195,0.663772681798585,0.296466907316982,"B/BR",0.296466907316981,0.663772681798585,0.579643369050738,"3","3","B/BR"
"B/RG",29,"5",3,377,4,"16/08/2022","MG",4624,0.3610988,1126.01,3,"13/08/2022",1091,"MG",1.9,2.1,2.5,2.5,50,50.4,55.1,55.2,39.6,41.5,44.3,44.3,0,4,1,5,4,0,0,0,1,0,"E",4,10,2.4872,2.4872,7.01029269861692,2.01029269861692,2.01029269861692,0.0305962388913108,0.0293815704099603,0.0286087926694961,0.0286087926694961,1.38359537309941,0.913281328909871,"B/RG",0.913281328909871,1.38359537309941,1.17442741788145,"4","3","B/RG"
"G/BG",30,"5",3,325,2,"17/08/2022","JAP",2,0.2462335,413.77,4,"14/08/2022",4611,"MG",2,1.9,2.2,2.3,51.6,50.4,54.6,54.1,41.2,42.2,42.7,44,0,3,1,4,4,1,0,0,0,0,"E",5,8,2.185,2.285,5.75054704595186,1.75054704595186,1.75054704595186,0.0285981768547862,0.0252822806554572,0.0280651789826926,0.0268242862509391,1.22768061048692,-1.74191532444962,"G/BG",-1.74191532444962,1.22768061048692,-0.483620935457205,"2","4","G/BG"
"G/BR",27,"5",3,51,2,"17/08/2022","JAP",3,0.2336066,707.92,4,"14/08/2022",4610,"MG",1.9,1.7,1.9,1.9,50.5,49.4,51.3,51.3,41.4,41.4,41.7,41.5,5,14,4,18,0,2,0,0,0,0,"E",2,18,1.894,1.894,18,9.50369588173178,0,0.0267764240745194,0.0239578531193068,0.0261199180331045,0.0264993782649833,-0.717839266736211,-0.317622352330526,"G/BR",-0.317622352330526,-0.717839266736211,-0.665886691545178,"2","4","G/BR"
"G/RB",26,"5",3,42,1,"15/08/2022","SGG",3,0.2680549,1504.92,3,"12/08/2022",1087,"MG",1.3,1.2,1.6,2.6,44.7,44.5,47.4,52.1,38.1,36.3,37.2,44.8,2,4,3,7,7,4,0,0,2,0,"E",11,16,1.5654,2.5654,10.5082248382319,2.72861931862478,3.50822483823185,0.0235054421698228,0.0250877302246123,0.0304086058802248,0.0285312663709457,-0.921799567621697,1.68258010246008,"G/RB",1.68258010246008,-0.921799567621697,-0.168635153523547,"1","3","G/RB"
"B/BB",25,"5",4,325,4,"24/08/2022","VM",4659,0.2879929,874.66,2,"19/08/2022",1126,"MG",2,1.9,1.9,1.9,50.9,48.8,50.1,51.7,39.1,41.3,39.6,40.9,4,6,3,9,4,1,1,0,0,0,"E",5,13,1.885,1.885,11.1220159151194,4.77453580901857,2.12201591511936,0.033457980481986,0.0269713972732514,0.0303546896369057,0.0275512577996917,1.22768061048692,0.243331437665179,"B/BB",0.243331437665179,1.22768061048692,0.119164278235793,"4","2","B/BB"
"B/BR",28,"5",4,121,4,"23/08/2022","VM",4654,0.3424408,674.55,4,"18/08/2022",4636,"MG",1.5,1.8,1.6,1.5,45.4,44.4,46.5,48.1,38.9,39.9,40.2,39.2,4,6,3,9,2,8,0,0,2,1,"E",10,13,1.5684,1.4684,11.7240533914465,6.12912013075456,2.72405339144647,0.0254825247725392,0.0283369965985686,0.024142301782836,0.0243773321490195,0.189753238658708,-0.445685170402637,"B/BR",-0.445685170402637,0.189753238658708,0.905104426720565,"4","4","B/BR"
"B/RG",29,"5",4,48,3,"24/08/2022","VM",821,0.3419204,790.3,2,"19/08/2022",1127,"MG",1.9,2.1,2.5,2.5,50,50.4,55.1,55.2,39.6,41.5,44.3,44.3,0,4,1,5,4,0,0,0,1,0,"E",4,10,2.4872,2.4872,7.01029269861692,2.01029269861692,2.01029269861692,0.0305962388913108,0.0293815704099603,0.0286087926694961,0.0286087926694961,-0.781525247015277,-0.0256628283448825,"B/RG",-0.0256628283448826,-0.781525247015277,0.897592598839757,"3","2","B/RG"
"G/BG",30,"5",4,72,4,"25/08/2022","VM",835,0.3578154,701.86,4,"22/08/2022",4646,"VM",2,1.9,2.2,2.3,51.6,50.4,54.6,54.1,41.2,42.2,42.7,44,0,3,1,4,4,1,0,0,0,0,"E",5,8,2.185,2.285,5.75054704595186,1.75054704595186,1.75054704595186,0.0285981768547862,0.0252822806554572,0.0280651789826926,0.0268242862509391,-0.355585387843642,-0.340423785768409,"G/BG",-0.340423785768409,-0.355585387843642,1.12703246080258,"4","4","G/BG"
"G/BR",27,"5",4,200,4,"25/08/2022","VM",833,0.3147541,939.38,2,"22/08/2022",1131,"MG",1.9,1.7,1.9,1.9,50.5,49.4,51.3,51.3,41.4,41.4,41.7,41.5,5,14,4,18,0,2,0,0,0,0,"E",2,18,1.894,1.894,18,9.50369588173178,0,0.0267764240745194,0.0239578531193068,0.0261199180331045,0.0264993782649833,0.71765613107939,0.432659161633477,"G/BR",0.432659161633477,0.717656131079389,0.505454686160262,"4","2","G/BR"
"G/RB",26,"5",4,105,3,"23/08/2022","VM",809,0.3559719,1328.92,3,"18/08/2022",771,"MG",1.3,1.2,1.6,2.6,44.7,44.5,47.4,52.1,38.1,36.3,37.2,44.8,2,4,3,7,7,4,0,0,2,0,"E",11,16,1.5654,2.5654,10.5082248382319,2.72861931862478,3.50822483823185,0.0235054421698228,0.0250877302246123,0.0304086058802248,0.0285312663709457,0.0407610510114535,1.35271614601417,"G/RB",1.35271614601417,0.0407610510114532,1.10042205592504,"3","3","G/RB"
"B/BG",33,"6",3,71,3,"17/08/2022","MG",1115,0.376163,1357.41,2,"14/08/2022",705,"SGG",2.6,2.7,3,3,56.4,54.1,57.9,57.6,47.2,49.1,46,47.4,4,6,11,17,6,4,0,0,0,0,"E",10,23,2.97,2.97,19.020202020202,5.72390572390572,2.02020202020202,0.0247256292025962,0.0228096850023897,0.0305128626612969,0.0278882603607423,-0.370277892372224,1.40897457067871,"B/BG",1.40897457067871,-0.370277892372224,1.39187491511834,"3","2","B/BG"
"G/GG",31,"6",3,266,4,"16/08/2022","MG",4622,0.2873406,1004.86,3,"13/08/2022",1090,"MG",2.6,2.5,3.2,3.1,55.6,57.9,59,57.5,44.1,46.6,47.1,50,8,8,11,19,5,2,0,0,0,0,"E",7,24,3.179,3.079,20.6239038648912,6.17083468658655,1.6239038648912,0.030315000488363,0.0247048521199174,0.0304248052183202,0.024632,1.01723573994013,0.611374273273614,"G/GG",0.611374273273614,1.01723573994013,0.109748510890191,"4","3","G/GG"
